Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
3 Series,2018,South America,Silver,Petrol,Automatic,4.7,182163,33260,7520,High
M3,2022,North America,White,Petrol,Automatic,1.6,78238,85474,3077,Low
i3,2016,Asia,Red,Electric,Manual,3.7,96700,94289,8093,High
i3,2018,North America,Grey,Electric,Manual,3.6,131102,97774,5031,Low
i3,2013,Middle East,Silver,Diesel,Automatic,3.9,135649,58865,4616,Low
5 Series,2015,South America,Black,Diesel,Automatic,3.2,96299,47586,7172,High
i3,2015,Europe,Black,Petrol,Manual,2.7,182460,90136,7766,High
X1,2018,North America,White,Hybrid,Automatic,2.0,125686,67227,7099,High
3 Series,2013,Africa,Red,Hybrid,Manual,2.8,163265,113777,8370,High
M5,2018,Africa,Grey,Hybrid,Automatic,4.6,17888,64369,1169,Low
i8,2014,Africa,Blue,Hybrid,Automatic,4.7,177146,109328,2506,Low
X3,2012,South America,Red,Diesel,Automatic,4.8,181198,41005,4876,Low
i3,2012,North America,Grey,Diesel,Automatic,4.2,52323,88555,9362,High
X5,2010,Asia,Blue,Petrol,Manual,3.0,46196,44224,7657,High
3 Series,2017,North America,White,Diesel,Automatic,4.5,98779,63633,1626,Low
M5,2019,Asia,White,Electric,Manual,4.9,145455,38786,5191,Low
5 Series,2021,Africa,Silver,Petrol,Manual,5.0,73679,95873,4682,Low
X5,2019,South America,Grey,Electric,Manual,3.7,25895,79992,1777,Low
X3,2010,Europe,Blue,Diesel,Manual,2.5,97301,67070,4391,Low
5 Series,2019,Africa,Red,Petrol,Automatic,4.6,127192,100488,2941,Low
M3,2011,Asia,Red,Electric,Manual,4.4,70217,70019,4869,Low
X1,2022,Middle East,Grey,Hybrid,Manual,4.3,143013,116432,4926,Low
5 Series,2020,South America,Red,Hybrid,Manual,4.9,113480,102827,996,Low
i8,2010,Africa,Silver,Electric,Manual,4.0,149942,68277,5534,Low
i3,2020,Europe,Black,Electric,Manual,5.0,98200,79178,9908,High
X1,2024,Europe,Black,Diesel,Manual,4.2,35470,49118,7741,High
X6,2021,Europe,Black,Diesel,Manual,3.2,14765,91277,6920,Low
M5,2023,Middle East,Black,Diesel,Manual,2.4,139074,42848,5723,Low
X1,2015,Europe,Black,Petrol,Manual,1.6,145996,44592,9633,High
X6,2024,Asia,Blue,Hybrid,Manual,2.7,71812,110035,9324,High
X3,2018,Middle East,Grey,Electric,Automatic,4.9,135873,86707,7992,High
i3,2019,Middle East,Red,Hybrid,Automatic,4.6,38359,66262,2294,Low
X5,2013,Middle East,Blue,Petrol,Manual,3.4,109542,79351,4408,Low
7 Series,2010,South America,Silver,Diesel,Manual,1.9,17770,94289,1118,Low
M3,2022,Africa,Grey,Diesel,Automatic,2.6,75040,47220,2110,Low
X3,2016,South America,Silver,Petrol,Automatic,3.4,49130,109143,2214,Low
X6,2016,Africa,White,Diesel,Automatic,4.7,85735,91577,357,Low
X3,2018,North America,Red,Hybrid,Manual,2.9,22834,32010,2677,Low
M5,2019,Africa,Red,Petrol,Manual,2.5,12878,70984,6961,Low
3 Series,2018,North America,Blue,Petrol,Automatic,2.8,168835,112587,9724,High
i8,2015,South America,Black,Petrol,Manual,1.7,160336,59870,4270,Low
7 Series,2019,Africa,Grey,Hybrid,Automatic,4.2,147597,61565,3694,Low
X5,2014,Middle East,Black,Electric,Automatic,3.4,88175,43937,2504,Low
5 Series,2012,Middle East,Grey,Hybrid,Manual,3.5,112319,100477,8312,High
3 Series,2011,Asia,Grey,Petrol,Manual,1.8,127070,51768,5295,Low
5 Series,2015,Africa,Blue,Electric,Automatic,1.6,164376,103819,725,Low
7 Series,2015,Africa,Blue,Diesel,Manual,2.5,191408,72816,7634,High
M3,2014,North America,White,Hybrid,Automatic,4.7,93492,30957,7061,High
M3,2013,Europe,Grey,Petrol,Manual,4.4,117262,31951,896,Low
5 Series,2017,South America,Red,Diesel,Automatic,4.6,159960,54352,9826,High
5 Series,2015,Middle East,White,Diesel,Manual,3.0,68152,39672,8467,High
X6,2011,Africa,Red,Diesel,Automatic,4.1,152839,54483,2907,Low
7 Series,2017,Middle East,Blue,Diesel,Automatic,4.5,135422,39992,6711,Low
7 Series,2024,South America,Blue,Electric,Manual,4.2,168109,43085,695,Low
M3,2020,Africa,Black,Diesel,Automatic,3.0,148156,60336,2013,Low
X6,2013,Asia,Grey,Diesel,Automatic,4.7,39989,80812,511,Low
3 Series,2016,Asia,Blue,Diesel,Manual,4.3,51074,44251,4424,Low
M5,2018,Asia,Red,Petrol,Automatic,2.0,105699,79411,2038,Low
X5,2019,South America,Silver,Petrol,Manual,4.2,54964,76865,463,Low
M3,2014,Middle East,Grey,Electric,Manual,4.9,27926,101051,6393,Low
X1,2015,South America,Grey,Diesel,Automatic,4.5,163366,33623,3927,Low
X6,2013,Africa,Blue,Hybrid,Automatic,3.7,52923,110400,3524,Low
X5,2017,South America,Red,Petrol,Automatic,3.9,128216,36994,2888,Low
3 Series,2012,Africa,Red,Petrol,Manual,2.6,92338,84229,3459,Low
i8,2012,South America,White,Diesel,Automatic,4.1,132462,114079,5941,Low
i8,2018,Asia,Silver,Petrol,Automatic,3.4,148623,64871,8745,High
i3,2013,Europe,White,Petrol,Automatic,2.3,77946,45494,1001,Low
M3,2017,Asia,Silver,Diesel,Automatic,4.5,106258,84709,1244,Low
X1,2016,Europe,Red,Hybrid,Automatic,1.6,117369,119720,335,Low
M3,2015,South America,Blue,Petrol,Automatic,3.0,95301,89719,6037,Low
3 Series,2018,Africa,White,Electric,Automatic,2.8,106485,98606,3317,Low
X5,2018,Middle East,Blue,Diesel,Automatic,4.1,38057,60208,3235,Low
X1,2015,South America,Silver,Diesel,Manual,4.7,77349,45559,4459,Low
7 Series,2013,Europe,Silver,Petrol,Manual,3.5,91588,36692,5378,Low
5 Series,2017,North America,Black,Diesel,Automatic,3.5,174353,60423,3683,Low
X6,2014,North America,Red,Electric,Automatic,3.4,90918,68119,377,Low
X5,2011,Europe,Blue,Diesel,Manual,1.9,156542,54964,334,Low
i3,2014,Asia,Black,Hybrid,Automatic,4.0,49651,63482,4495,Low
X6,2021,South America,Blue,Diesel,Automatic,3.2,198069,111765,3152,Low
3 Series,2023,Asia,Blue,Petrol,Automatic,3.2,60533,96351,2044,Low
X5,2014,Africa,Grey,Hybrid,Automatic,2.5,22073,37997,1991,Low
i8,2010,Europe,Silver,Diesel,Automatic,1.8,92885,74227,1757,Low
X5,2020,North America,Red,Hybrid,Automatic,4.6,62235,72713,7208,High
i8,2010,South America,Blue,Electric,Manual,2.0,28249,80853,4484,Low
7 Series,2010,South America,Red,Hybrid,Manual,2.1,77487,55258,6435,Low
M5,2024,Asia,Grey,Hybrid,Manual,4.3,75183,56209,9975,High
7 Series,2011,South America,Red,Hybrid,Automatic,4.1,65778,70260,9530,High
i3,2011,North America,Blue,Electric,Automatic,4.4,67250,100368,971,Low
M3,2010,Africa,Red,Diesel,Manual,4.9,176068,72757,8586,High
X3,2024,Asia,White,Diesel,Automatic,2.3,170790,113655,5972,Low
X3,2019,Europe,Red,Diesel,Manual,3.5,163786,42618,8216,High
X6,2021,Middle East,Blue,Electric,Manual,4.4,55159,104778,4273,Low
7 Series,2017,Europe,Black,Petrol,Manual,2.6,88418,108466,7496,High
X3,2023,Middle East,Black,Petrol,Manual,1.7,116089,114997,9789,High
7 Series,2018,Europe,Grey,Electric,Manual,2.5,36409,117198,7534,High
M3,2017,Middle East,Grey,Electric,Manual,4.4,2127,71822,7861,High
3 Series,2017,Middle East,Red,Diesel,Manual,3.4,199188,68697,8113,High
X1,2012,Europe,White,Diesel,Manual,2.9,37654,48089,1021,Low
M3,2019,Africa,Grey,Hybrid,Manual,4.9,48878,106547,7784,High
7 Series,2022,Europe,White,Petrol,Manual,2.6,79791,65094,8035,High
X5,2018,South America,Red,Petrol,Manual,4.9,147172,117412,3596,Low
i3,2020,Africa,Grey,Electric,Automatic,3.0,17928,78331,9561,High
i8,2018,Africa,Red,Electric,Manual,2.8,66278,77928,5780,Low
X1,2018,Middle East,Black,Diesel,Manual,2.4,11817,73863,1198,Low
5 Series,2010,South America,Black,Hybrid,Manual,2.6,114981,87784,205,Low
X3,2010,South America,Silver,Petrol,Automatic,2.4,91227,93918,7996,High
i3,2016,North America,White,Diesel,Automatic,4.0,186064,65455,2997,Low
M3,2015,South America,Blue,Petrol,Manual,4.8,111600,68415,7855,High
i8,2018,South America,White,Diesel,Manual,4.6,3955,90911,3522,Low
X1,2016,Asia,Silver,Petrol,Manual,2.6,28820,112351,3198,Low
X5,2024,Middle East,Red,Petrol,Automatic,4.6,146368,101688,6563,Low
M3,2018,North America,White,Hybrid,Manual,1.7,120047,81338,858,Low
M5,2017,Europe,Black,Hybrid,Manual,3.9,32639,102862,8561,High
M5,2017,Europe,Red,Petrol,Automatic,2.9,101527,84598,8843,High
M3,2015,North America,White,Electric,Automatic,3.3,167802,64270,7754,High
5 Series,2021,Africa,Silver,Electric,Automatic,3.6,41993,57907,9284,High
M3,2012,Africa,Black,Hybrid,Manual,2.3,162244,112125,1005,Low
X1,2019,Africa,White,Electric,Manual,2.1,100789,46438,1190,Low
i3,2020,Europe,Black,Electric,Manual,4.1,108218,33297,7644,High
X6,2011,North America,White,Petrol,Manual,5.0,153390,57255,5501,Low
i3,2024,Middle East,Silver,Diesel,Manual,2.7,12539,97531,3496,Low
M3,2022,Europe,Grey,Diesel,Automatic,4.0,79193,44840,997,Low
7 Series,2019,North America,White,Petrol,Manual,3.5,192976,95445,5825,Low
7 Series,2014,South America,Blue,Diesel,Manual,4.7,180813,118455,6438,Low
X1,2013,Asia,Grey,Diesel,Manual,4.3,159607,74624,2657,Low
7 Series,2012,Europe,Grey,Diesel,Automatic,2.4,133117,85404,7250,High
X1,2015,Middle East,Blue,Electric,Automatic,4.5,122142,33085,1911,Low
X5,2024,Middle East,Red,Petrol,Manual,2.8,176205,119196,5003,Low
7 Series,2017,South America,Black,Hybrid,Manual,3.0,117832,72344,7452,High
M5,2015,Europe,Black,Petrol,Automatic,3.6,6144,32514,1910,Low
X3,2023,Middle East,Black,Electric,Automatic,1.8,172526,30899,2975,Low
7 Series,2016,North America,Grey,Electric,Automatic,2.8,3904,72308,1592,Low
X5,2015,South America,White,Petrol,Automatic,2.9,168834,100756,9566,High
i8,2015,Asia,Black,Petrol,Manual,2.0,79860,69661,9497,High
3 Series,2013,North America,Red,Hybrid,Manual,1.6,73103,69213,2021,Low
M5,2019,Middle East,White,Hybrid,Automatic,1.6,182481,34000,6368,Low
X6,2018,North America,Grey,Electric,Automatic,1.6,91411,108411,7226,High
i8,2019,Asia,Grey,Petrol,Manual,4.6,158107,57005,7139,High
X3,2024,North America,Blue,Petrol,Manual,2.7,104002,52549,7443,High
X6,2017,Africa,Red,Petrol,Automatic,3.3,93725,33007,9763,High
3 Series,2017,North America,Grey,Electric,Automatic,4.2,86693,86844,4143,Low
i3,2020,Asia,Blue,Electric,Automatic,4.0,57726,79374,8461,High
M3,2015,North America,Grey,Petrol,Automatic,1.8,61877,90977,7956,High
X5,2011,Asia,White,Diesel,Manual,1.8,180844,67307,1022,Low
3 Series,2022,Asia,Silver,Diesel,Automatic,3.5,121621,48977,9695,High
X5,2016,Middle East,Black,Hybrid,Automatic,3.0,13504,93390,2284,Low
3 Series,2017,North America,Silver,Hybrid,Automatic,2.6,47294,46436,6672,Low
3 Series,2017,South America,Grey,Electric,Automatic,3.3,20840,72900,9733,High
3 Series,2020,North America,Silver,Hybrid,Automatic,3.0,158046,78509,8070,High
X3,2019,Africa,Red,Diesel,Manual,2.7,190427,81095,6068,Low
X1,2018,Europe,Blue,Electric,Automatic,3.5,47194,39977,4521,Low
i8,2010,Europe,Grey,Petrol,Manual,2.5,22693,112995,1344,Low
3 Series,2016,South America,Blue,Electric,Manual,1.8,52827,73011,988,Low
5 Series,2019,North America,Silver,Diesel,Automatic,4.9,41758,35534,6760,Low
i3,2024,Asia,Black,Diesel,Automatic,2.9,122395,62284,7261,High
X1,2024,Middle East,Red,Petrol,Automatic,3.7,162781,48966,5260,Low
3 Series,2024,Europe,White,Diesel,Manual,2.3,133822,95329,8704,High
M5,2019,Asia,White,Electric,Manual,2.5,190335,72485,569,Low
i8,2022,Africa,White,Hybrid,Automatic,2.1,97387,88015,3299,Low
5 Series,2022,South America,Grey,Diesel,Manual,4.8,59630,35472,6779,Low
M3,2010,Europe,White,Diesel,Automatic,1.5,152965,67704,1207,Low
i3,2013,Africa,Black,Petrol,Automatic,3.6,95960,59011,8196,High
M3,2015,Asia,Silver,Hybrid,Automatic,4.7,61622,101460,4816,Low
i8,2021,Middle East,Black,Diesel,Automatic,2.1,47094,76448,7950,High
X1,2015,Asia,Grey,Hybrid,Automatic,2.2,149338,78407,7008,High
i3,2024,Middle East,White,Electric,Automatic,3.1,96014,82454,877,Low
3 Series,2023,Africa,Blue,Petrol,Automatic,1.5,114044,34958,3676,Low
7 Series,2018,Middle East,White,Diesel,Automatic,2.9,36682,61154,7027,High
X5,2020,South America,White,Hybrid,Manual,1.7,192282,85154,8683,High
3 Series,2021,Africa,Black,Petrol,Automatic,4.8,191675,48860,7202,High
X5,2015,Africa,Black,Petrol,Automatic,2.2,123995,83189,5666,Low
X3,2020,Middle East,Silver,Diesel,Manual,2.6,128444,49827,1853,Low
X1,2021,Middle East,Blue,Electric,Automatic,1.8,32777,67966,1271,Low
5 Series,2014,Africa,Red,Electric,Automatic,5.0,109395,48814,6971,Low
X1,2010,Middle East,Grey,Petrol,Automatic,3.8,193908,110406,7388,High
i8,2011,Europe,Blue,Electric,Automatic,2.9,42505,70118,9181,High
i3,2014,South America,Black,Petrol,Manual,4.8,105911,62309,894,Low
i8,2020,South America,Blue,Electric,Manual,2.2,178388,74280,1957,Low
X6,2024,Europe,Red,Electric,Automatic,2.7,152094,34360,3827,Low
X6,2023,North America,Grey,Electric,Manual,3.4,39063,80511,2800,Low
X6,2017,Europe,Black,Hybrid,Automatic,3.9,170822,94973,1320,Low
i3,2018,Asia,Silver,Electric,Automatic,2.0,42039,55187,4302,Low
M3,2022,Europe,Red,Hybrid,Automatic,4.8,162092,118584,5352,Low
5 Series,2024,Europe,Grey,Electric,Manual,4.2,8066,115218,3400,Low
X5,2019,Middle East,Blue,Electric,Manual,1.7,74037,38573,7863,High
M3,2014,Africa,Silver,Electric,Manual,3.2,196955,108215,2522,Low
i3,2024,Europe,Red,Hybrid,Manual,4.3,76952,58550,2790,Low
X3,2018,Africa,Silver,Hybrid,Automatic,1.6,60574,62253,7350,High
i8,2020,Middle East,White,Electric,Manual,2.7,3501,77998,1260,Low
i8,2019,Asia,Silver,Petrol,Manual,1.7,119216,44094,1265,Low
X5,2015,Asia,Grey,Petrol,Manual,4.5,20261,52323,5214,Low
i8,2020,Middle East,Red,Electric,Manual,4.9,84635,75625,578,Low
3 Series,2021,Africa,Silver,Petrol,Manual,2.4,136612,31114,4147,Low
5 Series,2020,Asia,Black,Petrol,Automatic,3.7,157480,63736,7406,High
i8,2011,Europe,Red,Petrol,Manual,3.7,72000,107101,7207,High
3 Series,2020,Europe,Grey,Diesel,Automatic,3.2,41661,97416,1004,Low
X5,2021,Middle East,Black,Electric,Manual,3.4,107759,35933,443,Low
X1,2018,Europe,Grey,Electric,Manual,2.2,16408,48761,4913,Low
7 Series,2012,Africa,White,Petrol,Automatic,3.6,130635,110047,1476,Low
X6,2014,Africa,Blue,Electric,Manual,2.8,71288,62294,5501,Low
X1,2012,North America,Silver,Electric,Manual,2.2,122139,107093,2489,Low
M3,2010,Africa,White,Diesel,Automatic,2.6,46188,71564,6134,Low
X3,2022,North America,White,Hybrid,Automatic,2.4,26194,40433,835,Low
X3,2020,North America,White,Hybrid,Manual,4.2,188041,115795,7578,High
X5,2022,Middle East,Red,Hybrid,Manual,1.8,32187,80387,7075,High
i8,2014,North America,Red,Diesel,Automatic,2.3,101125,44813,4065,Low
5 Series,2014,North America,Blue,Hybrid,Automatic,2.0,8776,36067,537,Low
X1,2018,Asia,White,Petrol,Manual,4.2,143777,80808,9746,High
M5,2023,South America,Silver,Diesel,Manual,4.0,198674,65346,1194,Low
X5,2022,Asia,White,Petrol,Manual,2.0,160680,79292,1148,Low
3 Series,2010,Europe,Black,Petrol,Manual,5.0,176192,119324,7673,High
3 Series,2013,South America,Red,Electric,Automatic,4.6,179809,64865,3265,Low
5 Series,2024,Middle East,Blue,Electric,Automatic,3.0,95617,34236,487,Low
5 Series,2011,North America,Red,Diesel,Automatic,2.0,199012,78730,4240,Low
X5,2015,South America,Blue,Petrol,Manual,2.6,55693,84890,6550,Low
X6,2024,North America,White,Petrol,Manual,2.4,120004,109733,8345,High
X1,2024,North America,White,Hybrid,Automatic,3.5,98767,106304,2327,Low
5 Series,2020,Europe,Blue,Diesel,Manual,3.5,158240,119409,8583,High
i8,2024,Asia,Red,Electric,Manual,2.1,187581,41666,4430,Low
i8,2018,Middle East,Grey,Electric,Manual,3.8,140039,60027,1490,Low
i8,2014,Asia,Black,Diesel,Manual,3.3,97463,62501,1224,Low
i3,2023,South America,Blue,Diesel,Automatic,4.7,53292,61072,5407,Low
i8,2024,South America,Blue,Petrol,Manual,1.7,101606,78191,9305,High
7 Series,2013,Africa,White,Electric,Manual,5.0,32700,76349,3052,Low
5 Series,2019,South America,Silver,Electric,Automatic,2.1,88588,94800,2383,Low
M3,2024,Europe,Silver,Petrol,Manual,1.8,44871,107585,4954,Low
i3,2010,North America,Black,Petrol,Automatic,1.8,7151,101671,1288,Low
X1,2012,Middle East,White,Electric,Manual,1.5,60901,75918,5518,Low
3 Series,2012,Middle East,Red,Electric,Automatic,4.0,55517,101892,7999,High
X3,2013,South America,Silver,Hybrid,Manual,4.5,13798,46172,4307,Low
M3,2010,Africa,Grey,Diesel,Automatic,2.2,180525,71391,2985,Low
i8,2017,Europe,Black,Petrol,Automatic,4.3,105012,58773,9822,High
i3,2024,South America,White,Petrol,Automatic,4.7,96130,72299,1794,Low
X6,2024,Middle East,Grey,Hybrid,Manual,2.5,63509,49288,6955,Low
X1,2021,Asia,Red,Diesel,Automatic,4.7,62232,117391,3827,Low
i8,2015,Africa,Blue,Electric,Automatic,4.2,190804,50568,1512,Low
X1,2022,Europe,White,Petrol,Manual,2.0,90405,90160,7250,High
i8,2013,South America,Silver,Diesel,Manual,4.2,162953,116187,4750,Low
X6,2012,Africa,White,Diesel,Automatic,2.8,198926,48049,989,Low
X6,2018,Europe,White,Diesel,Manual,4.9,67025,67007,8191,High
X3,2013,Middle East,Blue,Hybrid,Manual,3.7,19780,89957,242,Low
i8,2011,Africa,Black,Electric,Automatic,4.2,146154,65886,579,Low
X5,2022,Africa,White,Petrol,Automatic,2.2,86349,85067,5957,Low
X3,2024,Europe,Silver,Diesel,Manual,3.8,48004,33214,9521,High
X3,2021,Africa,Blue,Electric,Automatic,2.0,161337,70326,5046,Low
M5,2023,South America,Black,Diesel,Automatic,4.7,163518,99056,7014,High
X5,2023,North America,Black,Diesel,Manual,4.6,14061,79901,2613,Low
M3,2010,Europe,White,Hybrid,Manual,3.0,60632,35473,4411,Low
M3,2010,Africa,Grey,Diesel,Manual,4.3,127012,47663,3389,Low
i8,2020,Asia,Grey,Hybrid,Manual,4.3,187381,32142,9447,High
X3,2018,North America,Silver,Diesel,Automatic,1.6,135534,43386,5914,Low
i8,2019,South America,Blue,Hybrid,Automatic,3.8,151051,101922,5494,Low
5 Series,2021,Europe,Grey,Hybrid,Automatic,4.3,48432,64934,2073,Low
X5,2023,South America,Black,Electric,Manual,4.2,186065,95460,5213,Low
5 Series,2013,South America,Silver,Petrol,Manual,3.7,11633,34398,1549,Low
i8,2014,Asia,Silver,Electric,Automatic,2.0,94391,112962,755,Low
X6,2017,South America,White,Petrol,Automatic,2.0,11370,102112,1086,Low
X6,2024,Europe,Black,Electric,Manual,2.5,8823,85269,3212,Low
M3,2021,South America,Blue,Electric,Automatic,4.2,137811,109651,3270,Low
i3,2010,Europe,Blue,Electric,Manual,4.6,2567,58631,2010,Low
X5,2015,Middle East,Blue,Petrol,Manual,2.2,128372,115012,8419,High
3 Series,2010,Asia,White,Petrol,Manual,3.3,138336,90051,1749,Low
3 Series,2021,Middle East,Blue,Petrol,Automatic,3.9,74001,59477,8994,High
X6,2015,North America,Silver,Petrol,Manual,3.4,157665,39552,6530,Low
i3,2016,Africa,Red,Petrol,Manual,2.4,128513,48741,957,Low
i8,2016,Europe,Black,Hybrid,Manual,3.0,198554,44492,5117,Low
M3,2010,Middle East,White,Petrol,Automatic,2.2,141969,116602,4257,Low
M3,2023,Africa,Black,Petrol,Automatic,2.6,188663,76661,8986,High
M5,2010,Europe,White,Electric,Manual,2.1,143857,38025,8394,High
3 Series,2019,North America,Grey,Electric,Manual,1.9,157879,81955,5320,Low
M5,2017,South America,Black,Hybrid,Automatic,2.2,159107,52490,2181,Low
X6,2015,Africa,Grey,Hybrid,Automatic,4.2,1123,33461,8526,High
M5,2018,Europe,Grey,Electric,Automatic,3.3,122375,101165,9984,High
i8,2010,Asia,Red,Diesel,Manual,3.8,190917,108582,8705,High
X5,2015,Asia,Silver,Diesel,Manual,2.4,130368,71347,2549,Low
i3,2024,Asia,Blue,Diesel,Manual,4.0,77266,101016,7528,High
X1,2016,South America,Black,Hybrid,Manual,1.9,178334,65860,2194,Low
M3,2017,Africa,White,Hybrid,Manual,4.6,130228,93275,3654,Low
M3,2014,Africa,Silver,Electric,Automatic,3.8,178947,97237,2910,Low
X6,2016,Asia,Blue,Electric,Manual,1.9,64180,91599,2648,Low
M5,2011,Africa,Silver,Hybrid,Automatic,4.3,89865,67782,1610,Low
5 Series,2024,North America,Silver,Electric,Automatic,3.0,50456,92880,5623,Low
X5,2017,Africa,Blue,Petrol,Manual,3.8,4395,105705,9094,High
X1,2015,North America,Silver,Hybrid,Manual,3.0,138306,57691,9972,High
7 Series,2024,Africa,Red,Petrol,Automatic,3.4,59798,88667,4322,Low
i8,2011,Middle East,Silver,Diesel,Manual,2.1,111302,113255,4658,Low
M5,2019,Middle East,Blue,Petrol,Automatic,1.8,80365,117846,9374,High
M5,2013,Africa,Grey,Hybrid,Automatic,3.5,108483,48267,8292,High
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,6736,Low
X1,2014,Asia,Red,Diesel,Automatic,1.9,96915,101943,8803,High
X3,2016,North America,Black,Petrol,Manual,3.6,74030,102221,4669,Low
M3,2010,Middle East,Grey,Hybrid,Automatic,4.7,11542,94501,1111,Low
X5,2012,Africa,Blue,Diesel,Automatic,2.4,60120,43531,5061,Low
M3,2010,Europe,Blue,Hybrid,Automatic,5.0,182913,115913,4460,Low
3 Series,2013,South America,Black,Electric,Automatic,4.6,51302,32959,7634,High
M5,2011,Middle East,Grey,Electric,Automatic,3.0,126030,41403,3221,Low
i8,2020,Asia,Red,Hybrid,Automatic,2.1,136909,87438,5490,Low
X1,2017,Asia,White,Hybrid,Manual,3.0,11576,106059,282,Low
i8,2020,Africa,Silver,Petrol,Manual,2.5,125162,30984,1973,Low
3 Series,2022,Asia,Blue,Diesel,Manual,2.6,151767,96847,1452,Low
5 Series,2017,North America,Blue,Diesel,Manual,2.3,82629,119392,1185,Low
i3,2024,North America,Black,Hybrid,Manual,2.7,192326,48617,4670,Low
X5,2020,Asia,Grey,Hybrid,Automatic,4.7,149782,33516,3483,Low
5 Series,2013,Africa,White,Diesel,Automatic,2.9,47651,58985,3886,Low
7 Series,2024,Asia,Grey,Petrol,Automatic,3.6,12132,58050,3875,Low
7 Series,2014,Africa,Blue,Hybrid,Manual,1.5,56570,32029,9389,High
7 Series,2020,Middle East,Blue,Hybrid,Automatic,4.2,146916,41141,8616,High
X6,2023,Middle East,Black,Hybrid,Manual,4.8,56581,57250,463,Low
3 Series,2021,Europe,Grey,Hybrid,Manual,3.7,140720,68301,4906,Low
X1,2016,North America,Red,Hybrid,Automatic,3.8,169728,111614,2798,Low
X3,2018,North America,Grey,Electric,Manual,2.9,181529,93042,649,Low
X5,2021,South America,Grey,Electric,Manual,3.9,196894,50831,8130,High
X5,2021,Asia,Blue,Petrol,Manual,3.1,194450,57318,3627,Low
3 Series,2024,Asia,Grey,Electric,Manual,4.7,18669,109754,9404,High
M3,2021,Africa,White,Diesel,Manual,2.4,64678,62352,659,Low
5 Series,2024,Asia,White,Hybrid,Manual,2.5,68105,44895,7144,High
M3,2012,Africa,Black,Diesel,Automatic,3.5,160825,52817,9363,High
3 Series,2021,Asia,Blue,Hybrid,Manual,4.7,180041,54306,4086,Low
X1,2016,Europe,Black,Diesel,Manual,4.6,138469,85239,2761,Low
X6,2013,Asia,Black,Hybrid,Automatic,2.3,70277,58168,7687,High
X5,2013,Middle East,Silver,Hybrid,Automatic,4.3,46444,73188,6802,Low
3 Series,2017,Middle East,Red,Diesel,Automatic,4.6,79529,69598,1153,Low
5 Series,2022,South America,White,Hybrid,Manual,4.2,57315,32186,4762,Low
X3,2023,Africa,Black,Diesel,Automatic,4.4,43180,114133,9861,High
3 Series,2012,South America,Red,Diesel,Manual,4.3,20127,62655,6996,Low
i8,2022,Middle East,White,Petrol,Automatic,3.9,184645,49161,8022,High
X3,2022,South America,Blue,Hybrid,Manual,3.0,101091,68356,4561,Low
M3,2013,Africa,Grey,Hybrid,Automatic,3.2,59836,38829,678,Low
i3,2014,Africa,Silver,Electric,Automatic,2.9,197638,112658,4649,Low
i8,2011,North America,Grey,Diesel,Manual,4.0,87464,39956,725,Low
3 Series,2017,Europe,White,Electric,Automatic,2.6,118914,94154,7189,High
X6,2019,Europe,Red,Hybrid,Automatic,1.6,99686,67731,5686,Low
i3,2011,North America,Black,Electric,Automatic,4.7,105290,93700,3246,Low
i8,2021,North America,Grey,Electric,Automatic,4.3,4787,73291,5640,Low
X5,2014,Middle East,Black,Petrol,Manual,3.0,123105,35923,5083,Low
X3,2014,Middle East,Blue,Diesel,Manual,2.7,151251,69747,516,Low
i3,2016,Africa,Black,Electric,Manual,4.0,172853,58471,3785,Low
5 Series,2014,Africa,Silver,Petrol,Manual,4.3,29853,57209,7405,High
X3,2022,Africa,Silver,Electric,Manual,3.1,2451,56566,4821,Low
7 Series,2014,Middle East,White,Hybrid,Manual,2.2,29045,111853,656,Low
M3,2022,Africa,Black,Hybrid,Manual,3.9,104792,34872,6774,Low
5 Series,2010,South America,Black,Electric,Automatic,2.2,12677,42719,4925,Low
M3,2023,Asia,White,Electric,Manual,4.9,133675,65569,3248,Low
i8,2014,North America,Grey,Hybrid,Automatic,1.8,191046,100503,6486,Low
X3,2024,Middle East,Grey,Petrol,Manual,4.1,3257,39491,8416,High
3 Series,2022,Asia,White,Electric,Manual,1.8,55258,46301,9969,High
i3,2016,Middle East,Black,Diesel,Manual,4.1,121458,89487,9159,High
X6,2012,South America,White,Hybrid,Automatic,1.8,101572,83721,9727,High
X3,2010,Asia,White,Diesel,Automatic,4.1,40096,52800,8360,High
X6,2014,Asia,Red,Hybrid,Manual,3.1,19195,90416,2698,Low
M3,2019,South America,Blue,Electric,Automatic,2.9,72228,69583,6202,Low
X1,2021,North America,Grey,Hybrid,Automatic,1.7,22077,79104,1168,Low
X1,2024,Middle East,White,Diesel,Manual,3.9,164522,113636,4476,Low
X1,2011,Africa,Black,Hybrid,Manual,3.5,70783,112539,2601,Low
M5,2012,Middle East,Blue,Hybrid,Automatic,2.8,146355,51953,534,Low
M5,2024,Europe,White,Electric,Manual,1.7,19659,117944,4409,Low
3 Series,2023,Africa,White,Petrol,Automatic,3.2,131299,38552,7676,High
M3,2019,Europe,Red,Petrol,Automatic,1.7,27971,62670,3825,Low
M3,2015,North America,Grey,Electric,Automatic,4.5,67642,61260,5265,Low
