Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Prediction_Price_USD,Price_USD
7 Series,2023,Asia,Red,Diesel,Manual,2,170354,6770,Low,76439.21601,103607
7 Series,2011,Middle East,Black,Hybrid,Automatic,4,51240,1370,Low,74669.16964,89343
5 Series,2019,Europe,Grey,Hybrid,Manual,2.8,128224,7743,High,74279.95525,42623
i8,2020,South America,Blue,Petrol,Automatic,4.5,108958,6370,Low,75883.85904,77336
3 Series,2020,Africa,White,Diesel,Manual,3.7,192220,1345,Low,75690.96308,119909
5 Series,2020,Middle East,Black,Petrol,Automatic,2.7,82599,8872,High,74981.77424,38122
5 Series,2020,North America,Grey,Petrol,Manual,3.7,122053,2362,Low,74888.40515,98335
5 Series,2020,Asia,Black,Hybrid,Manual,2.1,37606,8042,High,75562.45417,34719
X6,2014,Asia,Black,Hybrid,Automatic,3.3,102825,4373,Low,74540.05774,111954
i3,2014,Middle East,White,Electric,Automatic,3.1,159886,9232,High,74807.88522,35126
7 Series,2017,Asia,Red,Diesel,Manual,2.2,128594,5789,Low,76175.34558,48644
M5,2010,North America,White,Hybrid,Automatic,2.7,164384,9307,High,74086.66185,102055
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,6148,Low,74077.85079,40370
X1,2016,Europe,Grey,Electric,Manual,2.8,88081,8585,High,74760.00308,99634
3 Series,2023,South America,Silver,Hybrid,Automatic,2,2994,768,Low,75744.30891,46362
X1,2022,North America,Blue,Diesel,Manual,3.3,171568,1478,Low,76272.05454,116253
X5,2014,South America,Black,Electric,Automatic,4.8,161475,9350,High,74405.1884,80094
M3,2013,Middle East,Silver,Petrol,Manual,4.5,189352,8317,High,74113.9469,76426
5 Series,2013,Asia,Grey,Diesel,Manual,1.6,132728,4732,Low,75211.47975,62489
M3,2011,Europe,Blue,Diesel,Manual,3.4,63976,316,Low,75496.6179,118075
X1,2013,Europe,Blue,Hybrid,Automatic,1.7,98727,4749,Low,75686.71987,93635
i3,2012,Asia,White,Petrol,Manual,3.3,15355,2376,Low,75579.31739,51614
M5,2011,Africa,Black,Diesel,Automatic,2.5,56969,714,Low,74304.04449,83830
X5,2011,Europe,Blue,Petrol,Automatic,2.3,17402,1161,Low,75048.43242,42353
X5,2022,South America,Grey,Electric,Manual,3.7,157168,4558,Low,74222.81497,95988
X5,2013,North America,Silver,Diesel,Automatic,2.3,105523,1273,Low,75014.1037,35824
3 Series,2024,Asia,White,Hybrid,Manual,2.1,161793,727,Low,76140.6867,48894
3 Series,2018,Europe,Red,Hybrid,Automatic,2.6,36762,2825,Low,75244.90446,115410
X3,2016,Asia,Silver,Diesel,Manual,2.4,55133,3895,Low,75727.9015,33477
3 Series,2023,North America,White,Electric,Manual,4.5,149682,9200,High,75928.03461,60827
7 Series,2020,Europe,White,Diesel,Manual,4.3,178606,2982,Low,76143.71684,46289
7 Series,2020,Europe,Red,Petrol,Automatic,4.9,12962,1539,Low,75883.32797,38874
i8,2021,Africa,Silver,Diesel,Automatic,2.9,199753,4654,Low,75721.39641,91406
X1,2010,South America,Black,Hybrid,Automatic,2.1,34806,1050,Low,75043.96361,76166
X3,2016,Asia,Black,Petrol,Automatic,3.8,19570,9577,High,75379.60478,53065
M3,2021,Africa,Silver,Hybrid,Automatic,3.8,55341,1592,Low,75341.29536,72726
M3,2018,South America,Black,Diesel,Automatic,4.7,25908,4775,Low,75532.188,65787
X5,2012,North America,Grey,Electric,Automatic,2.4,114287,4312,Low,74263.73285,89559
3 Series,2017,Asia,Silver,Electric,Automatic,2.2,114900,1654,Low,76387.81731,53010
7 Series,2016,Europe,Black,Hybrid,Automatic,4.4,61855,7840,High,75221.06919,42379
X5,2012,North America,Silver,Petrol,Automatic,3.7,18310,5292,Low,74798.27094,106246
X6,2015,North America,Silver,Electric,Automatic,2.2,198710,308,Low,74888.73431,94358
X5,2014,Africa,Grey,Hybrid,Manual,4,15077,8962,High,73142.19061,117551
M5,2013,Middle East,Red,Petrol,Manual,4.7,172528,6197,Low,73199.80847,72363
M5,2021,South America,Grey,Diesel,Automatic,3.9,121004,3787,Low,74101.63577,70709
5 Series,2020,Europe,White,Diesel,Manual,2.2,116507,7948,High,75878.04875,48435
X5,2017,Asia,Black,Diesel,Automatic,1.9,67426,2828,Low,75487.53618,55641
X1,2010,Africa,Black,Petrol,Automatic,4.1,188578,4175,Low,74976.58426,48101
M3,2016,Africa,Black,Electric,Manual,2.9,125095,5960,Low,75196.5087,116801
i8,2022,Africa,White,Electric,Manual,4.5,64669,3264,Low,75916.16494,49667
X5,2021,Europe,Red,Hybrid,Automatic,4.3,108734,5716,Low,74494.00546,89350
7 Series,2010,Middle East,Black,Petrol,Manual,4.9,78195,8338,High,74346.30917,110166
X1,2024,North America,Grey,Electric,Automatic,4.7,168898,339,Low,75534.2679,39977
X3,2023,North America,White,Electric,Manual,4.7,43295,4137,Low,75926.88548,43385
i3,2017,Middle East,White,Petrol,Manual,2,197751,6035,Low,74667.07665,45836
X1,2023,Asia,Silver,Diesel,Automatic,3.9,38852,7427,High,76525.81874,43834
X3,2024,South America,Grey,Electric,Automatic,4.8,42612,4333,Low,75041.35133,98633
M5,2024,Africa,Blue,Electric,Manual,3.6,123248,8433,High,74920.27168,62306
X3,2014,Europe,Red,Diesel,Automatic,5,124019,9265,High,74734.92864,59963
7 Series,2015,Africa,Grey,Petrol,Automatic,1.8,82232,1274,Low,75087.1401,44197
7 Series,2024,Africa,Silver,Diesel,Manual,2.9,72966,9199,High,75965.38683,69385
X5,2017,Europe,Silver,Petrol,Manual,4.7,153468,4348,Low,74466.80894,56410
3 Series,2023,Europe,Black,Electric,Manual,2.8,128295,4266,Low,75729.10296,86402
i8,2017,North America,Black,Diesel,Manual,2.9,10896,5865,Low,75524.79624,118439
X5,2014,Middle East,Grey,Diesel,Automatic,4,168770,7501,High,73244.50931,104921
M3,2021,Middle East,White,Hybrid,Automatic,4.7,147735,637,Low,74997.32732,91818
i8,2012,Asia,White,Electric,Automatic,4.5,36996,5231,Low,76297.11573,86348
i8,2016,Europe,Grey,Hybrid,Manual,3.9,95317,8663,High,73924.36401,86026
X1,2018,Europe,White,Petrol,Manual,4.8,18921,4667,Low,75797.97271,74311
X3,2017,Asia,Black,Diesel,Automatic,1.6,165111,8573,High,75579.18399,90064
7 Series,2022,Middle East,Blue,Diesel,Automatic,4.5,72958,4275,Low,76123.87303,81322
i8,2024,South America,White,Hybrid,Manual,2,46167,942,Low,75691.68583,89122
7 Series,2023,Middle East,Red,Petrol,Manual,1.6,192060,4877,Low,75218.54547,118355
7 Series,2021,North America,Silver,Diesel,Manual,2.2,113815,9143,High,76025.76295,86023
7 Series,2014,Middle East,Black,Petrol,Automatic,3,197121,954,Low,74995.05781,62017
X3,2022,South America,Silver,Diesel,Automatic,4.4,153454,1390,Low,75525.86974,110004
X6,2023,South America,Blue,Electric,Automatic,2.5,192856,7389,High,75236.24821,95598
X3,2017,North America,White,Hybrid,Automatic,2.8,43399,7373,High,75233.43156,92254
M3,2012,North America,Grey,Electric,Manual,3.2,97203,2285,Low,74616.91611,33888
X6,2023,Middle East,Silver,Petrol,Automatic,3.5,98425,7118,High,74178.35913,88985
X1,2018,Asia,Silver,Petrol,Manual,2.7,169709,4536,Low,75974.39373,37571
5 Series,2012,Africa,Black,Hybrid,Automatic,4.7,184706,8259,High,74516.045,51944
X3,2013,Middle East,White,Hybrid,Automatic,3,82503,307,Low,74529.63181,96514
M5,2022,Middle East,Grey,Hybrid,Automatic,4.4,37428,6119,Low,73244.63428,81572
5 Series,2012,Middle East,White,Diesel,Manual,2.3,137450,2130,Low,75112.21742,80938
i8,2014,Middle East,Silver,Petrol,Automatic,3.7,72998,5468,Low,74837.56797,74678
M3,2013,North America,Red,Hybrid,Automatic,4.1,143064,2547,Low,74818.30968,58339
5 Series,2022,Asia,Blue,Diesel,Manual,4.8,263,618,Low,76716.1428,60045
X5,2011,Africa,Red,Petrol,Manual,4.6,23101,7968,High,73778.60699,115153
X3,2021,Asia,Blue,Electric,Manual,5,188063,5741,Low,76087.72017,30092
i3,2017,Middle East,Black,Diesel,Automatic,4.1,157119,5454,Low,74601.79248,89425
M3,2019,Europe,White,Hybrid,Automatic,3.3,104952,553,Low,75580.97634,89974
3 Series,2019,Europe,Black,Hybrid,Manual,3.5,127210,6929,Low,74940.5008,39222
3 Series,2023,Africa,Grey,Diesel,Automatic,4.6,68573,3537,Low,75151.54085,114077
X3,2013,North America,White,Diesel,Automatic,4.8,108247,4128,Low,75523.37229,38375
M3,2016,Africa,White,Diesel,Automatic,2.8,25627,6503,Low,75915.52462,46384
i8,2022,Europe,Blue,Petrol,Manual,2.6,56056,7019,High,75725.26348,109679
5 Series,2015,Asia,Black,Petrol,Automatic,3.1,158719,7107,High,75657.82348,46954
7 Series,2017,Europe,Red,Hybrid,Automatic,2.8,39726,3667,Low,75548.24307,114034
X3,2013,Middle East,Black,Petrol,Manual,4.5,109655,7319,High,73792.59437,92732
i8,2024,Europe,Red,Petrol,Manual,3.4,108330,922,Low,75380.2884,51209
X5,2023,North America,White,Hybrid,Manual,1.6,149631,7996,High,74828.25453,68841
i3,2023,Africa,White,Diesel,Automatic,3.1,151779,4774,Low,75840.8735,73764
5 Series,2016,North America,Black,Hybrid,Manual,4.9,26371,7063,High,74836.01809,64105
X5,2014,Asia,Red,Diesel,Manual,2.4,144725,1102,Low,74905.39999,39652
i3,2024,North America,Grey,Electric,Manual,3.8,160614,8376,High,74631.47944,50996
i8,2010,Europe,Grey,Hybrid,Automatic,2.1,49536,2636,Low,74256.02223,95880
7 Series,2015,Asia,Silver,Hybrid,Manual,3.3,146560,2586,Low,75746.33924,43766
X1,2012,South America,Red,Diesel,Automatic,4.4,198210,3902,Low,75233.49543,89377
X5,2023,North America,Black,Petrol,Automatic,2.4,1511,839,Low,75272.03219,54862
X6,2022,Asia,Grey,Hybrid,Automatic,2.5,150159,715,Low,74323.8377,32520
X3,2022,Europe,Silver,Petrol,Automatic,2.8,195259,5044,Low,75437.23194,75850
M3,2014,Europe,Silver,Petrol,Automatic,4.3,131692,8272,High,75050.75906,41809
3 Series,2018,Asia,White,Diesel,Automatic,3.9,20705,1961,Low,76618.80661,35673
X3,2021,North America,Grey,Diesel,Manual,2.5,129836,2450,Low,74739.81193,90146
3 Series,2023,Europe,Silver,Electric,Manual,1.9,171951,7797,High,75684.9796,70456
7 Series,2016,South America,Blue,Petrol,Automatic,3.4,125123,1847,Low,76154.06097,113618
X5,2022,Africa,Black,Hybrid,Manual,1.7,9977,7535,High,74287.26574,68721
3 Series,2016,Middle East,Silver,Diesel,Automatic,1.9,159223,6733,Low,75188.41071,71237
X6,2015,North America,Red,Petrol,Automatic,3.1,108173,1873,Low,74445.51389,67702
M3,2012,Asia,Red,Petrol,Manual,2,26683,593,Low,75419.58911,69560
i8,2020,Asia,Grey,Electric,Manual,4.9,16359,8155,High,75186.65537,87735
M5,2010,South America,Red,Hybrid,Manual,1.5,61564,7742,High,73374.58537,113148
7 Series,2018,Asia,White,Diesel,Manual,4.9,139090,9585,High,76323.32492,58296
X5,2016,Asia,Silver,Diesel,Manual,4.9,3602,5111,Low,75241.0884,82023
i8,2010,Asia,White,Electric,Automatic,3.8,41260,3207,Low,76233.12722,96083
5 Series,2015,Middle East,White,Hybrid,Manual,2.7,178394,7055,High,74512.22169,77277
X6,2011,North America,White,Petrol,Manual,2.9,79664,4878,Low,74518.96217,81209
7 Series,2020,North America,Red,Diesel,Manual,4.4,100748,5305,Low,75851.58815,84253
X5,2016,Africa,Blue,Electric,Automatic,2.7,72245,4489,Low,75378.79024,92197
i3,2015,Africa,Grey,Electric,Automatic,4.6,19001,1756,Low,74553.11384,94585
7 Series,2021,Europe,Red,Electric,Manual,3.1,65302,6300,Low,75994.87055,76459
M5,2013,North America,Black,Hybrid,Manual,4.4,106602,3501,Low,73726.89774,90397
M3,2021,South America,White,Electric,Automatic,1.6,172397,6971,Low,76215.67656,83315
X3,2021,Africa,Grey,Petrol,Manual,1.7,91442,6277,Low,74435.18949,82917
M5,2018,Asia,Grey,Electric,Manual,2.5,181355,7613,High,74108.18324,118519
X5,2015,South America,Silver,Diesel,Automatic,2.7,74660,7161,High,74756.57593,51940
i3,2013,Africa,Blue,Petrol,Manual,4.8,133260,5894,Low,74888.68029,41445
M5,2020,Africa,Black,Petrol,Manual,2.3,30529,2005,Low,74351.91951,106476
3 Series,2020,Europe,Silver,Electric,Manual,2.8,114789,5641,Low,75762.44003,82042
3 Series,2010,Africa,Grey,Hybrid,Automatic,4.7,89289,7212,High,73795.68359,85492
i3,2023,Asia,White,Diesel,Manual,4.3,194437,7348,High,75835.24014,53198
i8,2019,North America,Black,Electric,Manual,4.5,44700,4025,Low,75575.81766,53670
X6,2016,Africa,Black,Hybrid,Manual,3.5,21127,2565,Low,73872.54527,81655
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,6344,Low,75291.59051,36190
7 Series,2016,Africa,Blue,Hybrid,Manual,2.6,107002,1518,Low,75622.11014,92073
X3,2018,North America,Black,Electric,Automatic,2.4,127817,1821,Low,75548.49265,113742
i3,2024,North America,Black,Diesel,Manual,2.9,108780,8838,High,75263.76119,42697
M5,2010,South America,Grey,Hybrid,Manual,3.7,157973,9309,High,72587.48827,41627
5 Series,2024,North America,White,Electric,Manual,2.7,98529,1883,Low,76476.20633,33521
7 Series,2011,Europe,White,Diesel,Automatic,1.8,110442,2574,Low,76179.32994,94409
X1,2019,Europe,Grey,Hybrid,Manual,4.8,22090,721,Low,74525.86061,82356
M5,2022,South America,Grey,Hybrid,Automatic,2.1,35555,981,Low,73887.12053,52823
i3,2013,Middle East,Black,Diesel,Automatic,1.8,72175,7395,High,74419.00802,95387
M5,2019,Middle East,Grey,Petrol,Manual,2.9,139376,5213,Low,73092.5148,110775
i3,2011,North America,Silver,Diesel,Manual,3.7,116254,7565,High,74727.10972,32550
X3,2021,Middle East,Grey,Diesel,Manual,3.3,2391,3032,Low,74174.35496,66505
7 Series,2018,South America,Red,Diesel,Manual,1.8,103607,1118,Low,75745.98604,83981
X1,2016,Europe,White,Hybrid,Manual,3.1,192430,8141,High,75107.5776,43315
X6,2016,South America,White,Diesel,Automatic,2.1,81646,6419,Low,75101.31382,49358
3 Series,2021,Middle East,White,Petrol,Automatic,1.8,136732,7481,High,75329.63806,117013
i8,2013,Asia,Grey,Electric,Automatic,4.4,87830,8149,High,75046.25805,102743
5 Series,2023,Africa,Blue,Diesel,Automatic,5,140937,956,Low,76266.96673,72953
X1,2021,North America,Black,Electric,Manual,2.4,173314,4609,Low,75866.79715,59342
3 Series,2010,South America,White,Diesel,Automatic,3.3,79616,5970,Low,75664.8459,94640
X3,2012,South America,Blue,Electric,Manual,2.5,178112,3742,Low,75270.4453,71873
i8,2017,Africa,Blue,Electric,Automatic,1.6,104428,9961,High,75906.86886,108633
3 Series,2017,South America,Blue,Hybrid,Automatic,3.6,149182,5746,Low,75517.84338,115197
M5,2017,Europe,Red,Petrol,Automatic,4.5,72046,9731,High,74119.11692,41024
X5,2023,South America,Red,Electric,Automatic,2.2,152117,2077,Low,75173.19712,98284
M3,2020,South America,Red,Electric,Manual,4.5,60015,7374,High,75160.08442,70537
X5,2012,Middle East,Red,Diesel,Manual,4.5,13084,6246,Low,73797.50936,119334
3 Series,2019,Middle East,Grey,Electric,Manual,3.3,79658,4386,Low,74397.37554,106352
3 Series,2020,Africa,Black,Petrol,Automatic,4.8,22293,3567,Low,75464.87084,94660
X6,2020,North America,Red,Petrol,Manual,2.6,61770,3163,Low,74518.39495,83293
i3,2018,Asia,Silver,Electric,Manual,2.1,3423,7144,High,75755.87073,68027
X3,2020,South America,Silver,Diesel,Manual,3.2,52924,3288,Low,75353.45548,71548
M3,2010,North America,Red,Electric,Manual,4.6,178209,4633,Low,74893.878,34793
3 Series,2018,Middle East,Grey,Electric,Automatic,2,31821,7341,High,74521.76039,118248
X5,2023,North America,Red,Petrol,Manual,2.3,86415,7614,High,74654.35541,66764
X1,2023,Middle East,Grey,Diesel,Automatic,4.3,84183,3707,Low,74858.29379,116042
X3,2021,Middle East,White,Electric,Manual,1.9,6144,5821,Low,75374.68706,64329
X6,2023,Europe,White,Electric,Manual,4.8,185461,462,Low,75040.78963,32807
X3,2017,North America,Blue,Petrol,Automatic,2.1,57681,7288,High,75607.05006,50234
M5,2019,South America,Black,Petrol,Automatic,2.4,170507,4468,Low,74458.22394,81571
X6,2022,Africa,White,Diesel,Automatic,4.2,116359,7680,High,74960.29169,97485
M3,2016,North America,White,Hybrid,Automatic,3.8,143320,8641,High,75256.68632,83806
5 Series,2012,South America,White,Electric,Automatic,4.4,130038,3653,Low,75848.1523,91110
i8,2017,Asia,Silver,Petrol,Automatic,3.6,126287,4218,Low,75967.0985,82848
X6,2013,Asia,Grey,Diesel,Automatic,3.2,111974,1401,Low,74343.5324,108477
M3,2016,Middle East,White,Electric,Manual,4.5,77303,4978,Low,75135.13681,86456
X6,2013,South America,White,Electric,Automatic,3,113752,4801,Low,74947.28029,43041
i3,2012,Africa,Red,Diesel,Manual,4.7,157803,4952,Low,74448.91149,46712
7 Series,2016,Africa,Black,Hybrid,Automatic,2.4,60601,4172,Low,75451.65559,60070
i8,2021,Africa,Grey,Hybrid,Manual,1.6,88803,7050,High,74211.49437,119081
X5,2022,Asia,Grey,Diesel,Manual,3.1,11747,938,Low,74862.03536,30367
i8,2023,Asia,Grey,Hybrid,Automatic,4.4,78964,8133,High,75002.43338,70737
X3,2020,Africa,Red,Hybrid,Manual,4.7,174303,5787,Low,74381.36249,78965
M5,2022,North America,Red,Hybrid,Automatic,2.6,7012,982,Low,74593.24126,43072
X3,2019,Europe,Grey,Hybrid,Automatic,3.3,21231,6683,Low,74401.00625,38982
M3,2023,Africa,Red,Diesel,Manual,3.8,59746,7089,High,75205.80373,60848
7 Series,2010,Middle East,Red,Hybrid,Automatic,4.6,117826,2966,Low,74453.10553,118696
M5,2019,Middle East,Black,Hybrid,Manual,2.2,60975,8653,High,73331.5311,49940
i3,2021,Europe,Red,Petrol,Automatic,4.2,35332,4577,Low,75242.66761,65552
7 Series,2014,Africa,Grey,Petrol,Automatic,3.4,139282,6621,Low,74881.6708,73971
i3,2014,Africa,Silver,Electric,Manual,2,158750,6335,Low,75017.33281,87804
M5,2017,Middle East,White,Petrol,Automatic,2.8,62910,458,Low,74374.51624,97236
i3,2024,Africa,White,Petrol,Manual,2.6,124098,8791,High,75294.74436,104604
7 Series,2017,Asia,Grey,Petrol,Automatic,2.6,1439,5342,Low,75819.99602,99193
3 Series,2023,Europe,Red,Electric,Manual,5,26157,4477,Low,75656.74977,47482
i8,2015,Africa,Red,Hybrid,Manual,2.1,26015,2236,Low,74717.28521,77044
3 Series,2024,Africa,Silver,Diesel,Automatic,3.5,187882,5027,Low,75905.69394,86959
X1,2016,North America,Black,Diesel,Automatic,2.6,154254,5524,Low,75801.05955,47547
X3,2021,Middle East,White,Diesel,Automatic,2.6,7015,1607,Low,75502.28589,87778
X1,2011,North America,Silver,Diesel,Manual,4.8,86055,6060,Low,75406.99317,103800
i3,2024,Asia,Red,Diesel,Automatic,4.5,99556,482,Low,75966.07122,94510
X1,2012,South America,Red,Electric,Manual,1.6,40946,4414,Low,75404.07388,101545
M3,2013,Africa,Silver,Petrol,Manual,4.7,165908,1295,Low,74788.8409,101721
M5,2018,North America,Red,Diesel,Manual,4.4,152693,476,Low,74330.33291,108331
X5,2019,Africa,Grey,Hybrid,Automatic,4.4,73385,3156,Low,73773.38187,87229
5 Series,2010,Africa,Blue,Diesel,Automatic,2.9,47011,5972,Low,75853.89904,32529
i3,2022,Europe,Silver,Petrol,Manual,4.1,154385,9232,High,74915.13446,44139
3 Series,2012,Middle East,Grey,Electric,Manual,2.2,163664,5832,Low,74020.96728,66592
i8,2023,Middle East,Grey,Diesel,Manual,2,68831,9330,High,74328.79675,45402
M3,2013,Middle East,Black,Electric,Automatic,2.5,27909,7752,High,74775.12314,58830
X6,2023,South America,White,Hybrid,Manual,3.5,182256,7605,High,74313.02252,33006
7 Series,2011,Asia,Red,Diesel,Automatic,3.1,182855,9711,High,75806.34196,38162
M3,2017,Asia,Red,Electric,Manual,1.9,66132,6440,Low,75902.7799,71125
i8,2016,South America,Silver,Petrol,Manual,3.9,159569,2394,Low,75074.58112,111560
3 Series,2018,Asia,Blue,Electric,Automatic,2.2,136206,9380,High,76529.45952,38311
i3,2015,Europe,Grey,Hybrid,Automatic,3.3,100213,8178,High,73879.04753,91688
X6,2023,Africa,Black,Diesel,Automatic,3.8,1228,2799,Low,74949.1679,86791
i8,2022,South America,Silver,Hybrid,Manual,2.3,90344,3508,Low,75264.70422,73048
7 Series,2023,North America,Red,Electric,Automatic,3.5,70974,639,Low,76428.81652,76072
i3,2012,Middle East,White,Diesel,Automatic,3.6,16192,6625,Low,74970.18183,49503
5 Series,2022,Europe,Blue,Petrol,Manual,3.2,43485,8381,High,75883.39938,38016
5 Series,2022,Middle East,Black,Diesel,Manual,4.8,114354,9690,High,74846.67549,70356
X5,2010,South America,Red,Petrol,Manual,3.7,114335,9805,High,73740.2548,71661
i8,2024,Africa,Blue,Diesel,Manual,4.3,73001,2721,Low,75998.58453,80714
5 Series,2018,Asia,White,Electric,Manual,1.7,11663,9263,High,76495.84517,59486
M5,2024,Middle East,Blue,Hybrid,Manual,4.6,104685,6882,Low,74099.18947,46516
M3,2013,Europe,Black,Diesel,Manual,2.2,75951,6115,Low,75162.83749,79708
X3,2012,Europe,Blue,Electric,Manual,3.5,55733,7225,High,75178.68582,78997
X6,2016,North America,Silver,Petrol,Automatic,3.4,177416,2232,Low,74623.09394,114709
X3,2017,Asia,Grey,Diesel,Automatic,4,36233,4851,Low,75190.55183,41510
M3,2024,North America,Black,Hybrid,Manual,1.7,188710,748,Low,75253.6499,46533
3 Series,2014,Europe,White,Hybrid,Manual,2.1,51202,5965,Low,75287.9276,73552
3 Series,2010,Africa,Grey,Hybrid,Automatic,3.4,88060,2743,Low,74088.48455,118045
X5,2016,South America,Silver,Petrol,Automatic,4.3,147301,4813,Low,74661.63179,89404
M3,2019,Middle East,Silver,Hybrid,Automatic,3.1,157605,619,Low,74720.03788,91072
i8,2020,North America,Black,Diesel,Automatic,2.4,125011,555,Low,75830.3766,34920
X5,2023,Asia,Black,Hybrid,Manual,3.2,142865,9909,High,74687.45827,92920
5 Series,2016,Middle East,White,Electric,Manual,3.2,17288,5407,Low,75480.6084,102015
X5,2013,Europe,Red,Petrol,Manual,3.2,76789,874,Low,74217.65386,94334
3 Series,2013,Asia,Red,Electric,Automatic,2.7,153822,9010,High,75679.6752,85642
i3,2010,Africa,Silver,Petrol,Manual,3,157473,3407,Low,74489.36783,77772
M5,2019,Africa,Black,Hybrid,Manual,2.2,169970,5721,Low,73871.88956,60865
X1,2023,North America,Black,Petrol,Automatic,3.7,149242,7896,High,75690.25577,118996
X6,2021,Europe,White,Diesel,Automatic,3.9,80079,1737,Low,75286.8129,75842
i3,2021,Middle East,Blue,Hybrid,Manual,2,141187,9837,High,74499.65311,79094
X3,2016,North America,Red,Hybrid,Automatic,2.7,122835,4644,Low,74830.7131,55207
5 Series,2017,Asia,Black,Hybrid,Manual,4.3,65261,971,Low,75464.3058,76569
3 Series,2015,Africa,Black,Hybrid,Automatic,2.3,75894,8216,High,74808.3652,101932
3 Series,2023,Middle East,White,Electric,Manual,4.1,82653,1742,Low,75577.86995,95853
i3,2018,Middle East,Silver,Electric,Manual,4.1,142306,2787,Low,74660.2229,88487
M5,2017,South America,Black,Petrol,Manual,2.8,147105,1001,Low,74100.7687,80386
M5,2015,Europe,Black,Petrol,Manual,3.9,118681,1776,Low,74013.33934,109344
i8,2014,North America,Silver,Petrol,Manual,2.3,76916,2821,Low,75317.84951,53492
M3,2016,Europe,Blue,Hybrid,Manual,2.4,52533,2310,Low,75353.31534,39119
i8,2019,Africa,White,Diesel,Manual,3.2,36233,3293,Low,75790.44508,41049
X1,2016,Asia,Red,Petrol,Manual,2.7,119819,9124,High,75493.52847,60247
7 Series,2020,Asia,Blue,Electric,Automatic,2.9,129351,5734,Low,77177.6382,79130
3 Series,2011,North America,Red,Petrol,Manual,2.6,74426,5543,Low,74989.19568,104226
i8,2012,Middle East,Red,Diesel,Automatic,4.2,93079,5786,Low,74646.41387,61842
X6,2017,Africa,Grey,Diesel,Manual,4.8,185867,2100,Low,73518.97912,58018
X3,2015,North America,Black,Diesel,Manual,4.6,174126,1117,Low,74872.17269,100187
M5,2013,Asia,White,Petrol,Automatic,2.9,48446,6270,Low,75224.72797,50704
M3,2019,South America,Grey,Electric,Automatic,2.1,61096,3888,Low,75175.73937,34746
5 Series,2014,South America,White,Hybrid,Automatic,1.7,165187,7330,High,75302.41479,30646
i3,2016,South America,White,Electric,Automatic,3.2,136399,5199,Low,75649.5336,38603
X1,2019,South America,White,Electric,Manual,4.1,141160,2596,Low,75974.94019,51926
i8,2012,North America,Silver,Petrol,Manual,4.8,42266,975,Low,75107.8913,69888
3 Series,2013,Africa,Blue,Hybrid,Automatic,2.5,176701,6833,Low,75294.48017,100782
X1,2017,Middle East,Silver,Petrol,Automatic,3.9,162189,399,Low,75082.61738,30046
i3,2010,North America,Black,Petrol,Automatic,1.8,41508,8957,High,74783.34633,93559
M3,2015,North America,Black,Petrol,Manual,2.4,57722,1178,Low,75193.90613,71477
i3,2011,Europe,Silver,Electric,Automatic,2.7,149311,3728,Low,75198.29891,43541
i8,2010,South America,White,Petrol,Automatic,1.6,52522,6463,Low,75555.69885,104042
i8,2013,Asia,Blue,Petrol,Manual,2.9,116287,9442,High,75676.86164,99632
5 Series,2018,North America,Red,Diesel,Automatic,3.5,89752,4611,Low,75829.75663,100098
i8,2015,Europe,Silver,Electric,Automatic,2.8,124075,1892,Low,75702.30218,59207
i8,2022,South America,Silver,Petrol,Automatic,3.3,56399,6047,Low,75785.29183,80073
i3,2022,North America,Blue,Electric,Automatic,4.3,32470,9045,High,76005.89192,96265
X1,2016,Asia,Black,Electric,Manual,3.4,180070,4793,Low,75924.78353,47197
i3,2018,Africa,Silver,Hybrid,Manual,1.8,47139,3703,Low,74800.93904,117147
i3,2012,South America,Silver,Diesel,Manual,2.4,23563,4810,Low,75019.02478,39623
X6,2018,Europe,Grey,Electric,Manual,2.9,152599,4793,Low,73910.48118,37265
i3,2017,North America,White,Hybrid,Manual,2,128729,2088,Low,75122.21957,95770
5 Series,2013,Middle East,Silver,Hybrid,Automatic,3.9,192476,9328,High,74323.93021,119565
i8,2015,South America,Black,Petrol,Automatic,4.8,12516,3215,Low,75229.33101,80080
M3,2015,South America,White,Diesel,Automatic,4.2,118300,3243,Low,75735.90323,38870
M3,2024,Europe,White,Electric,Automatic,2.9,40725,4152,Low,76478.89406,39408
X3,2014,Asia,Grey,Hybrid,Manual,3.6,160463,7655,High,73986.23079,110042
M5,2024,North America,Black,Electric,Automatic,4.5,46224,4994,Low,75146.28155,119414
X6,2019,South America,Silver,Petrol,Manual,1.9,165443,9749,High,74249.37198,86446
X5,2020,Middle East,Blue,Hybrid,Automatic,3,136758,4000,Low,74488.27526,65414
M5,2013,Europe,Blue,Electric,Manual,4.7,63247,9345,High,74480.35026,87412
X1,2015,South America,Black,Electric,Manual,3.4,194529,2078,Low,75329.09701,104166
X1,2024,Asia,Red,Diesel,Manual,4.7,40269,5442,Low,76260.60852,34458
3 Series,2015,Europe,Black,Hybrid,Automatic,2.2,168245,363,Low,75026.86821,59838
X6,2011,Europe,Blue,Electric,Automatic,1.6,98548,7515,High,74843.90626,34236
i3,2019,Africa,Grey,Hybrid,Manual,1.9,14422,8024,High,73894.72043,33166
