Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification
7 Series,2022,Middle East,Red,Electric,Manual,3.4,86808,6842,Low
M5,2010,North America,Black,Diesel,Manual,3.3,124837,9533,High
X6,2022,South America,Black,Electric,Manual,4.8,177633,7380,High
i3,2024,Asia,Red,Petrol,Manual,3.1,19548,3239,Low
M3,2014,North America,Silver,Hybrid,Manual,5,33472,8010,High
X5,2011,North America,White,Petrol,Automatic,2.5,57240,3457,Low
i3,2011,Europe,Red,Hybrid,Manual,2.3,9564,1455,Low
i8,2024,South America,Red,Hybrid,Manual,5,92663,1859,Low
X1,2017,North America,Blue,Hybrid,Manual,4,148698,3459,Low
X3,2010,Africa,Silver,Diesel,Automatic,3.7,179360,8330,High
M3,2015,North America,Silver,Diesel,Manual,4.4,170416,9681,High
X6,2016,South America,Black,Electric,Manual,4.5,111465,4905,Low
X6,2010,North America,Grey,Electric,Manual,3.6,99616,8996,High
3 Series,2013,South America,Silver,Electric,Manual,4.9,181359,7382,High
X3,2016,North America,Black,Diesel,Manual,2.6,1960,8694,High
5 Series,2016,North America,Silver,Diesel,Automatic,3.7,92551,5626,Low
M3,2019,Middle East,Black,Hybrid,Manual,3.6,31024,6530,Low
X6,2020,Middle East,Black,Diesel,Automatic,2.5,92346,4290,Low
X1,2022,North America,Black,Petrol,Automatic,3.1,9334,4473,Low
3 Series,2019,Africa,Black,Diesel,Automatic,3.2,23569,963,Low
X5,2013,Middle East,Silver,Diesel,Automatic,4.5,34220,3904,Low
i3,2023,Middle East,Silver,Petrol,Manual,3.3,95561,701,Low
M5,2023,South America,Blue,Petrol,Manual,4.5,20282,3868,Low
i8,2017,Asia,Grey,Petrol,Manual,3.2,199556,5735,Low
X5,2020,South America,Red,Petrol,Manual,4.4,146921,1391,Low
i3,2017,South America,Silver,Petrol,Automatic,1.7,117024,4491,Low
X5,2022,Europe,Grey,Hybrid,Manual,1.6,143123,5722,Low
X6,2010,Asia,Red,Electric,Manual,1.8,182864,8697,High
X6,2014,Middle East,White,Diesel,Automatic,4.6,76355,6730,Low
X3,2021,Europe,Blue,Diesel,Manual,3.5,168050,364,Low
X1,2017,North America,Silver,Diesel,Manual,4.2,101469,4231,Low
i8,2016,Asia,Silver,Hybrid,Automatic,1.9,101433,8607,High
X1,2016,Asia,Red,Hybrid,Automatic,1.7,183846,7130,High
M3,2017,Asia,Blue,Diesel,Manual,3,68682,8357,High
X5,2018,Africa,Blue,Petrol,Manual,3.7,129946,4513,Low
i8,2016,North America,Black,Electric,Manual,4.2,67820,3375,Low
5 Series,2012,Asia,Black,Diesel,Manual,2.2,92005,7494,High
X1,2017,Europe,Blue,Electric,Automatic,2.5,28819,6145,Low
3 Series,2013,Europe,Grey,Electric,Manual,3,132448,3039,Low
X5,2013,Africa,White,Electric,Automatic,1.6,194844,4833,Low
i8,2020,Europe,Blue,Electric,Manual,1.5,186317,7999,High
X1,2019,South America,Red,Petrol,Automatic,5,125499,9649,High
5 Series,2020,South America,Grey,Diesel,Automatic,2.5,145902,7577,High
X3,2012,Middle East,Silver,Petrol,Manual,3.6,91387,3400,Low
7 Series,2011,North America,Red,Hybrid,Manual,3.4,74874,6843,Low
X1,2024,South America,Black,Electric,Manual,4.5,122205,520,Low
X5,2017,South America,White,Electric,Automatic,3.9,123851,1872,Low
M3,2018,South America,Black,Petrol,Manual,4.8,88981,820,Low
X5,2021,Africa,White,Petrol,Manual,3.9,95405,3471,Low
X3,2024,South America,Red,Petrol,Automatic,4.5,23048,5563,Low
M5,2012,North America,Grey,Electric,Automatic,1.9,61872,2670,Low
X5,2011,Europe,Blue,Diesel,Manual,3.8,176666,7694,High
M3,2011,Europe,Blue,Diesel,Automatic,2.8,143309,5422,Low
M5,2023,Europe,Black,Petrol,Automatic,2.6,113653,9970,High
X3,2016,Middle East,Grey,Petrol,Manual,4.8,9403,1366,Low
M3,2016,Europe,Blue,Diesel,Automatic,2.9,76815,4411,Low
5 Series,2018,Europe,Black,Hybrid,Manual,4.3,43790,8571,High
i8,2017,Middle East,Blue,Electric,Manual,2.3,66504,6240,Low
X5,2022,North America,Silver,Petrol,Manual,2.3,185423,4806,Low
X5,2012,Middle East,Black,Petrol,Manual,3.1,107014,4125,Low
i8,2013,Europe,Red,Hybrid,Manual,3.1,177001,9492,High
X1,2012,Europe,Blue,Diesel,Automatic,3.2,101762,7718,High
X3,2024,Africa,Blue,Hybrid,Manual,1.8,112502,335,Low
i8,2024,North America,Grey,Electric,Manual,2.9,70389,9166,High
5 Series,2020,Africa,Black,Diesel,Manual,2.3,56565,6813,Low
M5,2015,Middle East,Silver,Diesel,Automatic,2.4,139204,608,Low
M3,2011,Asia,Silver,Electric,Manual,2.7,61612,1184,Low
X3,2011,Asia,Grey,Hybrid,Automatic,1.9,92646,2558,Low
i3,2023,Middle East,Blue,Hybrid,Automatic,4.8,34441,3717,Low
X5,2017,Middle East,White,Hybrid,Manual,4.3,8099,2100,Low
i8,2010,Africa,Grey,Hybrid,Manual,4.3,71178,8478,High
M3,2018,Middle East,White,Hybrid,Automatic,4.8,34643,8922,High
i3,2020,Europe,Black,Petrol,Automatic,4.7,77510,8600,High
M3,2017,Middle East,Black,Hybrid,Automatic,4,34501,3146,Low
i3,2016,Europe,Blue,Diesel,Manual,2.1,17134,7466,High
7 Series,2010,South America,Silver,Petrol,Manual,4.7,34385,3004,Low
X1,2019,Africa,Blue,Hybrid,Automatic,2.4,16660,6921,Low
3 Series,2018,Middle East,Red,Petrol,Manual,3.8,152912,7658,High
X1,2013,Middle East,Black,Hybrid,Automatic,2.9,16474,2936,Low
M3,2023,South America,Blue,Hybrid,Automatic,3.3,48372,9156,High
X3,2018,South America,Grey,Diesel,Automatic,3.4,146493,3970,Low
X1,2023,North America,Black,Hybrid,Manual,3.2,5037,1668,Low
M3,2022,Africa,Black,Petrol,Automatic,4.9,55850,5046,Low
i8,2016,North America,Red,Hybrid,Manual,4.6,26622,8065,High
3 Series,2023,Asia,Grey,Diesel,Automatic,3.1,137950,8999,High
i8,2011,Asia,White,Hybrid,Manual,4.9,197132,8526,High
i8,2024,South America,Silver,Diesel,Manual,4.6,191392,2468,Low
i8,2016,Asia,Silver,Diesel,Automatic,3.4,170330,3348,Low
X6,2024,Africa,White,Diesel,Automatic,4.6,162216,9927,High
5 Series,2024,Middle East,Red,Hybrid,Manual,2.9,185131,7640,High
X5,2023,Asia,Blue,Diesel,Manual,4,15536,2234,Low
M3,2013,Asia,Red,Hybrid,Manual,4.2,158792,3447,Low
5 Series,2019,Africa,Red,Diesel,Automatic,2.9,163663,8288,High
X5,2020,Africa,Black,Petrol,Automatic,3.6,134912,4051,Low
i8,2018,Africa,Blue,Hybrid,Manual,4.6,158939,1123,Low
M5,2020,Europe,Silver,Hybrid,Automatic,4.1,125722,4448,Low
M5,2013,Asia,Red,Diesel,Manual,3.7,195326,9325,High
X6,2020,Middle East,Blue,Petrol,Automatic,3.5,145629,6997,Low
M5,2017,South America,Grey,Petrol,Automatic,2.7,45259,644,Low
i3,2018,Africa,Blue,Electric,Manual,3.2,8589,9282,High
5 Series,2021,Africa,Silver,Diesel,Manual,1.7,172350,5986,Low
7 Series,2011,North America,Black,Electric,Automatic,1.6,122488,8881,High
i3,2016,Africa,White,Diesel,Automatic,2.1,173020,5504,Low
X6,2011,South America,Black,Petrol,Manual,3.1,150093,8618,High
X3,2016,Africa,Silver,Hybrid,Manual,2.2,61711,1056,Low
5 Series,2021,South America,Blue,Hybrid,Manual,4.2,70578,1552,Low
3 Series,2013,Asia,Red,Hybrid,Automatic,2.8,93210,1420,Low
M5,2018,Asia,Silver,Petrol,Manual,1.8,107562,8539,High
X3,2018,Africa,Red,Electric,Manual,3,146692,9213,High
M3,2011,South America,Red,Diesel,Manual,2.1,57191,282,Low
7 Series,2015,North America,Grey,Diesel,Automatic,4.8,18401,521,Low
7 Series,2021,Middle East,Black,Electric,Automatic,3.6,7741,1466,Low
5 Series,2012,Europe,Blue,Diesel,Manual,3.4,183205,8472,High
X5,2014,Asia,Red,Electric,Automatic,3.4,97867,8684,High
7 Series,2014,Middle East,Black,Hybrid,Manual,2.5,105945,536,Low
7 Series,2018,Europe,Silver,Electric,Manual,3.4,45500,9136,High
5 Series,2012,South America,Blue,Electric,Automatic,1.7,166806,1934,Low
M3,2022,North America,Grey,Hybrid,Automatic,5,66200,2441,Low
7 Series,2021,Middle East,Grey,Electric,Automatic,4.6,119153,2323,Low
X3,2014,North America,Blue,Electric,Automatic,3,129745,4616,Low
X1,2022,North America,White,Diesel,Manual,4.8,35496,5930,Low
3 Series,2019,Middle East,Silver,Diesel,Automatic,4.9,94580,7794,High
M3,2010,Europe,Red,Diesel,Manual,2.9,180142,5517,Low
X6,2018,Africa,White,Hybrid,Automatic,1.8,103145,5857,Low
3 Series,2019,South America,Blue,Petrol,Manual,2.3,31912,7259,High
X5,2023,Middle East,Black,Hybrid,Automatic,2.1,162267,2455,Low
X3,2015,North America,Black,Petrol,Automatic,3.7,117792,9285,High
i8,2011,Europe,Silver,Electric,Automatic,4.3,154553,367,Low
i3,2024,Middle East,Blue,Petrol,Manual,2.6,148913,6342,Low
i3,2015,South America,Grey,Electric,Automatic,3.2,46187,2966,Low
7 Series,2022,Middle East,Silver,Hybrid,Manual,3.9,13794,2818,Low
i8,2021,Middle East,Blue,Electric,Manual,3.1,74952,7950,High
3 Series,2011,North America,White,Petrol,Manual,2.1,163077,3606,Low
X3,2021,North America,Red,Diesel,Manual,3.5,99665,4513,Low
X5,2021,Europe,Grey,Petrol,Automatic,2.2,177893,7481,High
3 Series,2010,Asia,Grey,Hybrid,Automatic,4.7,151653,6010,Low
X1,2023,Africa,Silver,Hybrid,Automatic,2.6,97129,7023,High
3 Series,2019,Middle East,Grey,Diesel,Manual,2.7,192653,437,Low
M5,2016,Africa,White,Hybrid,Manual,4,86137,8318,High
5 Series,2011,Europe,Silver,Petrol,Automatic,2.1,143748,4476,Low
i3,2023,Asia,Silver,Petrol,Automatic,4.3,169241,7947,High
X3,2017,Africa,White,Electric,Manual,3,158691,9897,High
X1,2012,Africa,Silver,Electric,Manual,2.4,144787,3667,Low
3 Series,2024,Middle East,Blue,Hybrid,Automatic,1.5,102072,8555,High
X1,2021,South America,Red,Electric,Automatic,3.5,94057,2174,Low
X3,2017,Asia,Red,Petrol,Automatic,2.9,185279,864,Low
3 Series,2020,Africa,Grey,Hybrid,Manual,2.4,150631,9547,High
7 Series,2016,North America,White,Diesel,Automatic,2.7,15023,9810,High
X1,2023,Middle East,Blue,Hybrid,Manual,2.9,181459,9732,High
i3,2023,Africa,Blue,Electric,Manual,4.5,137323,7443,High
i3,2023,North America,Black,Petrol,Automatic,2.4,101257,9233,High
X3,2011,Asia,White,Diesel,Automatic,3.9,93678,3161,Low
7 Series,2012,Asia,Black,Diesel,Automatic,4.6,178602,410,Low
M5,2018,North America,Red,Petrol,Automatic,1.7,112704,245,Low
X1,2017,South America,Red,Electric,Manual,1.6,53390,3405,Low
X1,2024,Europe,Black,Diesel,Manual,1.7,169018,2709,Low
7 Series,2015,South America,Black,Electric,Manual,2.1,9959,6059,Low
i3,2013,Europe,Blue,Hybrid,Automatic,3,194197,7811,High
i8,2018,Africa,White,Petrol,Manual,4,171586,944,Low
5 Series,2019,South America,Black,Hybrid,Manual,3.4,164144,120,Low
X6,2010,North America,Blue,Petrol,Manual,3.6,140739,9134,High
X1,2019,Asia,Red,Hybrid,Manual,5,4051,4299,Low
3 Series,2022,Asia,Silver,Diesel,Automatic,2.2,5898,9081,High
3 Series,2022,Europe,Blue,Electric,Automatic,1.8,146986,3790,Low
i8,2012,North America,Black,Petrol,Manual,3.1,101037,6199,Low
X5,2023,Middle East,White,Diesel,Manual,3.7,29028,9201,High
X6,2019,Africa,White,Petrol,Manual,2.1,59836,7549,High
3 Series,2018,South America,Grey,Petrol,Automatic,5,103323,1686,Low
X1,2023,North America,Blue,Diesel,Automatic,4.1,142234,8250,High
i8,2013,Asia,White,Hybrid,Manual,3.9,2247,3292,Low
X1,2014,South America,White,Electric,Automatic,2.7,160160,5433,Low
X5,2020,Europe,Grey,Diesel,Automatic,3,69206,2761,Low
X5,2020,North America,Black,Hybrid,Automatic,1.7,162051,7157,High
X5,2016,South America,Silver,Diesel,Manual,1.7,197309,3458,Low
X6,2013,Africa,Grey,Diesel,Automatic,4,108275,3185,Low
M5,2011,Middle East,Silver,Electric,Automatic,4.7,162831,9528,High
i3,2019,North America,Silver,Diesel,Automatic,3.7,37720,2878,Low
3 Series,2015,North America,White,Petrol,Manual,4.6,88041,1293,Low
M5,2019,North America,Red,Electric,Automatic,2.5,77646,4806,Low
M5,2017,Middle East,Silver,Diesel,Manual,3.3,79988,6992,Low
M5,2024,North America,Grey,Electric,Manual,3.9,106469,3384,Low
5 Series,2010,South America,White,Diesel,Manual,3.3,176343,7240,High
M3,2010,North America,Red,Petrol,Manual,3,140719,137,Low
M3,2012,Middle East,Black,Diesel,Manual,2,102407,5482,Low
i3,2016,South America,Black,Diesel,Automatic,1.9,182360,5063,Low
3 Series,2024,Asia,Red,Electric,Automatic,4.9,161339,3466,Low
M5,2022,Europe,White,Petrol,Manual,2.6,6588,388,Low
X5,2018,Asia,Grey,Electric,Manual,4.2,48525,6539,Low
5 Series,2023,Europe,Blue,Petrol,Automatic,2.7,98968,8519,High
i3,2015,South America,Red,Petrol,Automatic,4.2,199042,9223,High
5 Series,2014,Asia,Silver,Diesel,Manual,2.9,136975,1040,Low
i8,2013,South America,Grey,Hybrid,Manual,3.7,63911,7114,High
X6,2019,North America,Silver,Petrol,Manual,3.7,186840,8096,High
i8,2024,Middle East,Silver,Hybrid,Automatic,3.6,34059,4496,Low
3 Series,2016,Asia,Silver,Petrol,Manual,4.4,130081,4783,Low
X1,2014,South America,White,Diesel,Automatic,1.9,49342,8997,High
M3,2019,Middle East,Silver,Petrol,Manual,3.7,146160,2450,Low
5 Series,2014,Asia,White,Petrol,Automatic,1.6,98407,5839,Low
3 Series,2014,North America,Silver,Diesel,Automatic,4.1,28711,3915,Low
X5,2021,Asia,Silver,Electric,Manual,3.8,22121,218,Low
X1,2021,South America,Black,Electric,Manual,5,28973,794,Low
7 Series,2018,Africa,Silver,Electric,Automatic,3.3,20848,6768,Low
5 Series,2022,Asia,Red,Electric,Automatic,4.3,175621,614,Low
7 Series,2020,North America,Red,Electric,Manual,4.7,52597,7413,High
i8,2012,North America,Blue,Diesel,Automatic,2.9,171718,3452,Low
M3,2011,South America,Grey,Hybrid,Automatic,4.2,22539,6847,Low
7 Series,2015,Middle East,White,Electric,Automatic,2.2,105141,5391,Low
X6,2019,North America,Grey,Electric,Automatic,1.5,74725,8458,High
i8,2019,Europe,Silver,Petrol,Automatic,3.5,169180,7037,High
i8,2022,Europe,Silver,Diesel,Manual,4.6,74769,8244,High
5 Series,2013,South America,Red,Electric,Automatic,2.3,96709,8726,High
7 Series,2010,South America,Grey,Hybrid,Automatic,2.3,183795,1392,Low
i3,2023,Middle East,Blue,Hybrid,Manual,2.7,78489,1474,Low
M5,2011,South America,Silver,Petrol,Manual,5,197732,4370,Low
X5,2010,Asia,Black,Electric,Automatic,4.7,48789,4820,Low
X6,2010,South America,Black,Diesel,Automatic,1.6,44649,370,Low
X3,2024,Middle East,White,Petrol,Manual,1.6,33300,5259,Low
X6,2014,Europe,Red,Hybrid,Manual,1.7,142926,2446,Low
X6,2023,South America,Blue,Diesel,Manual,1.9,136975,8877,High
7 Series,2015,Asia,Silver,Petrol,Manual,3.1,133837,5492,Low
M5,2011,Africa,White,Hybrid,Manual,2.5,157541,4502,Low
i3,2010,Africa,Silver,Electric,Automatic,2.3,80738,6747,Low
X5,2022,North America,White,Diesel,Automatic,3.9,183293,6976,Low
M3,2013,Middle East,Grey,Hybrid,Manual,4.9,57535,250,Low
5 Series,2022,Africa,Silver,Hybrid,Automatic,4.2,29539,6341,Low
X5,2014,Middle East,Silver,Electric,Automatic,2.4,146919,821,Low
i3,2012,Middle East,Blue,Hybrid,Automatic,4.2,193937,1384,Low
X5,2024,Europe,White,Electric,Automatic,4.6,152548,726,Low
i3,2023,South America,Silver,Hybrid,Automatic,3.7,184720,7928,High
7 Series,2019,Africa,Silver,Petrol,Manual,2.3,96597,8273,High
X1,2016,Africa,Blue,Diesel,Manual,1.6,195002,9798,High
5 Series,2011,North America,Grey,Electric,Automatic,1.9,43108,6199,Low
5 Series,2019,Middle East,Black,Petrol,Automatic,2,30667,9561,High
M5,2012,North America,White,Petrol,Automatic,2.4,138676,4566,Low
7 Series,2014,Africa,Black,Diesel,Automatic,3.7,168539,9800,High
i3,2011,Europe,White,Electric,Automatic,3.1,86664,3918,Low
X5,2019,North America,White,Diesel,Automatic,4.9,144108,2270,Low
X3,2022,Asia,Blue,Electric,Automatic,3.7,2687,7283,High
i8,2016,South America,Grey,Hybrid,Manual,3.3,14523,9226,High
X5,2023,South America,White,Petrol,Automatic,1.5,108097,4597,Low
i3,2018,North America,Red,Petrol,Manual,1.6,9889,1474,Low
X1,2016,South America,Silver,Hybrid,Manual,3.1,46903,8143,High
M3,2016,North America,Silver,Petrol,Automatic,1.6,92376,3649,Low
5 Series,2022,Middle East,White,Petrol,Manual,3.1,34783,2377,Low
5 Series,2020,Asia,Black,Electric,Manual,3,11468,8776,High
i8,2012,Europe,Silver,Petrol,Automatic,2.7,37934,5356,Low
3 Series,2017,Europe,Red,Diesel,Manual,4.3,77847,1587,Low
i8,2017,North America,Black,Electric,Automatic,1.8,176510,1843,Low
7 Series,2024,Europe,Blue,Hybrid,Manual,2.7,35634,3622,Low
7 Series,2024,South America,Silver,Petrol,Automatic,4.3,69538,1836,Low
7 Series,2024,North America,Silver,Diesel,Automatic,1.8,40706,4590,Low
i8,2015,South America,Red,Petrol,Automatic,3.1,182742,5839,Low
5 Series,2018,Asia,Blue,Electric,Automatic,3.1,96716,5656,Low
7 Series,2023,Asia,White,Petrol,Manual,1.6,100022,9622,High
M5,2024,Europe,Red,Diesel,Manual,4.5,114569,838,Low
5 Series,2011,Europe,White,Diesel,Automatic,4.1,136528,4938,Low
i3,2022,South America,Silver,Petrol,Manual,3.5,114443,793,Low
5 Series,2022,Asia,Black,Electric,Manual,2.6,140232,310,Low
X1,2020,Africa,Grey,Diesel,Automatic,4,10052,3095,Low
5 Series,2013,Asia,White,Hybrid,Automatic,2.5,185810,4214,Low
M3,2018,Europe,Red,Hybrid,Automatic,4.8,179476,4311,Low
X1,2011,Asia,White,Petrol,Automatic,3.7,167086,8472,High
X3,2019,Asia,Blue,Hybrid,Manual,2.6,56334,6754,Low
7 Series,2023,Middle East,Black,Electric,Automatic,2.7,15857,876,Low
i8,2013,Europe,Blue,Petrol,Automatic,4.8,64401,5430,Low
X5,2017,Africa,Grey,Hybrid,Automatic,2.7,145700,8181,High
i8,2015,North America,Black,Electric,Automatic,4.2,103868,3321,Low
M5,2011,Asia,Grey,Hybrid,Manual,2.2,175574,2996,Low
X3,2015,North America,Blue,Hybrid,Manual,4.3,76628,1827,Low
i8,2010,South America,Blue,Hybrid,Manual,2.2,45634,3295,Low
M5,2017,North America,Red,Hybrid,Automatic,1.6,182915,4470,Low
7 Series,2023,Asia,Red,Diesel,Manual,2,170354,6770,Low
7 Series,2011,Middle East,Black,Hybrid,Automatic,4,51240,1370,Low
5 Series,2019,Europe,Grey,Hybrid,Manual,2.8,128224,7743,High
i8,2020,South America,Blue,Petrol,Automatic,4.5,108958,6370,Low
3 Series,2020,Africa,White,Diesel,Manual,3.7,192220,1345,Low
5 Series,2020,Middle East,Black,Petrol,Automatic,2.7,82599,8872,High
5 Series,2020,North America,Grey,Petrol,Manual,3.7,122053,2362,Low
5 Series,2020,Asia,Black,Hybrid,Manual,2.1,37606,8042,High
X6,2014,Asia,Black,Hybrid,Automatic,3.3,102825,4373,Low
i3,2014,Middle East,White,Electric,Automatic,3.1,159886,9232,High
7 Series,2017,Asia,Red,Diesel,Manual,2.2,128594,5789,Low
M5,2010,North America,White,Hybrid,Automatic,2.7,164384,9307,High
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,6148,Low
X1,2016,Europe,Grey,Electric,Manual,2.8,88081,8585,High
3 Series,2023,South America,Silver,Hybrid,Automatic,2,2994,768,Low
X1,2022,North America,Blue,Diesel,Manual,3.3,171568,1478,Low
X5,2014,South America,Black,Electric,Automatic,4.8,161475,9350,High
M3,2013,Middle East,Silver,Petrol,Manual,4.5,189352,8317,High
5 Series,2013,Asia,Grey,Diesel,Manual,1.6,132728,4732,Low
M3,2011,Europe,Blue,Diesel,Manual,3.4,63976,316,Low
X1,2013,Europe,Blue,Hybrid,Automatic,1.7,98727,4749,Low
i3,2012,Asia,White,Petrol,Manual,3.3,15355,2376,Low
M5,2011,Africa,Black,Diesel,Automatic,2.5,56969,714,Low
X5,2011,Europe,Blue,Petrol,Automatic,2.3,17402,1161,Low
X5,2022,South America,Grey,Electric,Manual,3.7,157168,4558,Low
X5,2013,North America,Silver,Diesel,Automatic,2.3,105523,1273,Low
3 Series,2024,Asia,White,Hybrid,Manual,2.1,161793,727,Low
3 Series,2018,Europe,Red,Hybrid,Automatic,2.6,36762,2825,Low
X3,2016,Asia,Silver,Diesel,Manual,2.4,55133,3895,Low
3 Series,2023,North America,White,Electric,Manual,4.5,149682,9200,High
7 Series,2020,Europe,White,Diesel,Manual,4.3,178606,2982,Low
7 Series,2020,Europe,Red,Petrol,Automatic,4.9,12962,1539,Low
i8,2021,Africa,Silver,Diesel,Automatic,2.9,199753,4654,Low
X1,2010,South America,Black,Hybrid,Automatic,2.1,34806,1050,Low
X3,2016,Asia,Black,Petrol,Automatic,3.8,19570,9577,High
M3,2021,Africa,Silver,Hybrid,Automatic,3.8,55341,1592,Low
M3,2018,South America,Black,Diesel,Automatic,4.7,25908,4775,Low
X5,2012,North America,Grey,Electric,Automatic,2.4,114287,4312,Low
3 Series,2017,Asia,Silver,Electric,Automatic,2.2,114900,1654,Low
7 Series,2016,Europe,Black,Hybrid,Automatic,4.4,61855,7840,High
X5,2012,North America,Silver,Petrol,Automatic,3.7,18310,5292,Low
X6,2015,North America,Silver,Electric,Automatic,2.2,198710,308,Low
X5,2014,Africa,Grey,Hybrid,Manual,4,15077,8962,High
M5,2013,Middle East,Red,Petrol,Manual,4.7,172528,6197,Low
M5,2021,South America,Grey,Diesel,Automatic,3.9,121004,3787,Low
5 Series,2020,Europe,White,Diesel,Manual,2.2,116507,7948,High
X5,2017,Asia,Black,Diesel,Automatic,1.9,67426,2828,Low
X1,2010,Africa,Black,Petrol,Automatic,4.1,188578,4175,Low
M3,2016,Africa,Black,Electric,Manual,2.9,125095,5960,Low
i8,2022,Africa,White,Electric,Manual,4.5,64669,3264,Low
X5,2021,Europe,Red,Hybrid,Automatic,4.3,108734,5716,Low
7 Series,2010,Middle East,Black,Petrol,Manual,4.9,78195,8338,High
X1,2024,North America,Grey,Electric,Automatic,4.7,168898,339,Low
X3,2023,North America,White,Electric,Manual,4.7,43295,4137,Low
i3,2017,Middle East,White,Petrol,Manual,2,197751,6035,Low
X1,2023,Asia,Silver,Diesel,Automatic,3.9,38852,7427,High
X3,2024,South America,Grey,Electric,Automatic,4.8,42612,4333,Low
M5,2024,Africa,Blue,Electric,Manual,3.6,123248,8433,High
X3,2014,Europe,Red,Diesel,Automatic,5,124019,9265,High
7 Series,2015,Africa,Grey,Petrol,Automatic,1.8,82232,1274,Low
7 Series,2024,Africa,Silver,Diesel,Manual,2.9,72966,9199,High
X5,2017,Europe,Silver,Petrol,Manual,4.7,153468,4348,Low
3 Series,2023,Europe,Black,Electric,Manual,2.8,128295,4266,Low
i8,2017,North America,Black,Diesel,Manual,2.9,10896,5865,Low
X5,2014,Middle East,Grey,Diesel,Automatic,4,168770,7501,High
M3,2021,Middle East,White,Hybrid,Automatic,4.7,147735,637,Low
i8,2012,Asia,White,Electric,Automatic,4.5,36996,5231,Low
i8,2016,Europe,Grey,Hybrid,Manual,3.9,95317,8663,High
X1,2018,Europe,White,Petrol,Manual,4.8,18921,4667,Low
X3,2017,Asia,Black,Diesel,Automatic,1.6,165111,8573,High
7 Series,2022,Middle East,Blue,Diesel,Automatic,4.5,72958,4275,Low
i8,2024,South America,White,Hybrid,Manual,2,46167,942,Low
7 Series,2023,Middle East,Red,Petrol,Manual,1.6,192060,4877,Low
7 Series,2021,North America,Silver,Diesel,Manual,2.2,113815,9143,High
7 Series,2014,Middle East,Black,Petrol,Automatic,3,197121,954,Low
X3,2022,South America,Silver,Diesel,Automatic,4.4,153454,1390,Low
X6,2023,South America,Blue,Electric,Automatic,2.5,192856,7389,High
X3,2017,North America,White,Hybrid,Automatic,2.8,43399,7373,High
M3,2012,North America,Grey,Electric,Manual,3.2,97203,2285,Low
X6,2023,Middle East,Silver,Petrol,Automatic,3.5,98425,7118,High
X1,2018,Asia,Silver,Petrol,Manual,2.7,169709,4536,Low
5 Series,2012,Africa,Black,Hybrid,Automatic,4.7,184706,8259,High
X3,2013,Middle East,White,Hybrid,Automatic,3,82503,307,Low
M5,2022,Middle East,Grey,Hybrid,Automatic,4.4,37428,6119,Low
5 Series,2012,Middle East,White,Diesel,Manual,2.3,137450,2130,Low
i8,2014,Middle East,Silver,Petrol,Automatic,3.7,72998,5468,Low
M3,2013,North America,Red,Hybrid,Automatic,4.1,143064,2547,Low
5 Series,2022,Asia,Blue,Diesel,Manual,4.8,263,618,Low
X5,2011,Africa,Red,Petrol,Manual,4.6,23101,7968,High
X3,2021,Asia,Blue,Electric,Manual,5,188063,5741,Low
i3,2017,Middle East,Black,Diesel,Automatic,4.1,157119,5454,Low
M3,2019,Europe,White,Hybrid,Automatic,3.3,104952,553,Low
3 Series,2019,Europe,Black,Hybrid,Manual,3.5,127210,6929,Low
3 Series,2023,Africa,Grey,Diesel,Automatic,4.6,68573,3537,Low
X3,2013,North America,White,Diesel,Automatic,4.8,108247,4128,Low
M3,2016,Africa,White,Diesel,Automatic,2.8,25627,6503,Low
i8,2022,Europe,Blue,Petrol,Manual,2.6,56056,7019,High
5 Series,2015,Asia,Black,Petrol,Automatic,3.1,158719,7107,High
7 Series,2017,Europe,Red,Hybrid,Automatic,2.8,39726,3667,Low
X3,2013,Middle East,Black,Petrol,Manual,4.5,109655,7319,High
i8,2024,Europe,Red,Petrol,Manual,3.4,108330,922,Low
X5,2023,North America,White,Hybrid,Manual,1.6,149631,7996,High
i3,2023,Africa,White,Diesel,Automatic,3.1,151779,4774,Low
5 Series,2016,North America,Black,Hybrid,Manual,4.9,26371,7063,High
X5,2014,Asia,Red,Diesel,Manual,2.4,144725,1102,Low
i3,2024,North America,Grey,Electric,Manual,3.8,160614,8376,High
i8,2010,Europe,Grey,Hybrid,Automatic,2.1,49536,2636,Low
7 Series,2015,Asia,Silver,Hybrid,Manual,3.3,146560,2586,Low
X1,2012,South America,Red,Diesel,Automatic,4.4,198210,3902,Low
X5,2023,North America,Black,Petrol,Automatic,2.4,1511,839,Low
X6,2022,Asia,Grey,Hybrid,Automatic,2.5,150159,715,Low
X3,2022,Europe,Silver,Petrol,Automatic,2.8,195259,5044,Low
M3,2014,Europe,Silver,Petrol,Automatic,4.3,131692,8272,High
3 Series,2018,Asia,White,Diesel,Automatic,3.9,20705,1961,Low
X3,2021,North America,Grey,Diesel,Manual,2.5,129836,2450,Low
3 Series,2023,Europe,Silver,Electric,Manual,1.9,171951,7797,High
7 Series,2016,South America,Blue,Petrol,Automatic,3.4,125123,1847,Low
X5,2022,Africa,Black,Hybrid,Manual,1.7,9977,7535,High
3 Series,2016,Middle East,Silver,Diesel,Automatic,1.9,159223,6733,Low
X6,2015,North America,Red,Petrol,Automatic,3.1,108173,1873,Low
